,요양기관명,종별코드명,주소,x좌표,y좌표,시도명,시군구명
738,유정요양병원,요양병원,전라북도 고창군 고창읍 보릿골로 8 (),126.694975,35.4261513,전라북도,고창군
739,유천의료재단새롬재활요양병원,요양병원,경상남도 함안군 칠원읍 예곡1길 13 (),128.5316834,35.2757694,경상남도,함안군
740,으뜸요양병원,요양병원,부산광역시 동래구 충렬대로 120 (온천동),129.0734809,35.206008,부산광역시,동래구
741,은빛사랑요양병원,요양병원,전라북도 완주군 구이면 항가신기길 8-11 8,127.1162646,35.7161808,전라북도,완주군
742,은천요양병원,요양병원,"서울특별시 관악구 은천로 51 (봉천동, 2,3,4,5,6층)",126.9411916,37.4862977,서울특별시,관악구
743,은파요양병원,요양병원,전라북도 군산시 대학로 375-0  (나운동),126.6920683,35.9606169,전라북도,군산시
744,은평요양병원,요양병원,서울특별시 은평구 통일로 935 (갈현동),126.9195408,37.6265278,서울특별시,은평구
745,은혜요양병원,요양병원,전라남도 여수시 거북선공원2길 5-5  (학동),127.7407502,34.7436335,전라남도,여수시
746,은화요양병원,요양병원,"부산광역시 해운대구 반송로 832 지하2층일부, 지상1층-지상4층호 (반송동, 은화요양병원)",129.1470656,35.2277472,부산광역시,해운대구
747,의)밝은마음의료재단 유성한가족요양병원,요양병원,"대전광역시 유성구 온천동로 43-0 본관4~9층/신관1층,4~9층",127.350565,36.3553311,대전광역시,유성구
748,의)엠케이의료재단효심요양병원,요양병원,경기도 안산시 상록구 감골로 17 지상1~지상4층 (사동),126.8542131,37.2835596,경기도,안산시
749,의)우아의료재단 달동길메리요양병원,요양병원,"울산광역시 남구 돋질로 146 (달동, 달동길메리요양병원)",129.321686,35.5401687,울산광역시,남구
750,의)은성의료재단 좋은애인요양병원,요양병원,부산광역시 동래구 충렬대로348번길 23 (낙민동),129.0956515,35.1964711,부산광역시,동래구
751,의령군립노인전문병원,요양병원,경상남도 의령군 부림면 대한로 1655 (),128.313435,35.4645709,경상남도,의령군
752,의령사랑요양병원,요양병원,경상남도 의령군 의령읍 의합대로 105-8 (),128.2832085,35.3261451,경상남도,의령군
753,의료법인 가온의료재단 청양요양병원,요양병원,충청남도 청양군 청양읍 중앙로 151 (),126.8032113,36.4531888,충청남도,청양군
754,의료법인 강경의료재단 다사랑요양병원,요양병원,충청남도 논산시 강경읍 대흥로 45-1 (강경읍),127.0119855,36.157431,충청남도,논산시
755,의료법인 강혜의료재단 사랑의요양병원,요양병원,부산광역시 사상구 대동로 2 (엄궁동),128.972775,35.131674,부산광역시,사상구
756,의료법인 강혜의료재단 온천사랑의요양병원,요양병원,부산광역시 동래구 금강공원로 40 (온천동),129.0802116,35.2191356,부산광역시,동래구
757,의료법인 건강한의료재단 울산연세요양병원,요양병원,울산광역시 울주군 범서읍 천상5길 10-5 연세요양병원,129.2239829,35.562522,울산광역시,울주군
758,의료법인 건생당 의료재단 진영제암요양병원,요양병원,경상남도 김해시 진영읍 진영로 378 (),128.7536424,35.2997206,경상남도,김해시
759,의료법인 건우의료재단 큰사랑요양병원,요양병원,충청북도 옥천군 옥천읍 중앙로 72 (),127.5709079,36.3034575,충청북도,옥천군
760,의료법인 경림의료재단 고성요양병원,요양병원,경상남도 고성군 고성읍 남해안대로 2607 (),128.3334562,34.9762413,경상남도,고성군
761,의료법인 경진의료재단 경희요양병원,요양병원,경상북도 포항시 남구 송도로 62  (송도동),129.3776986,36.033207,경상북도,포항시
762,의료법인 계요의료재단 계요노인전문병원,요양병원,"경기도 의왕시 오전로 15 (왕곡동, 계요노인전문병원)",126.9811648,37.3479536,경기도,의왕시
763,의료법인 계화의료재단 청정요양병원,요양병원,전라북도 순창군 인계면 인덕로 145-19 (),127.1393287,35.4060585,전라북도,순창군
764,의료법인 광덕의료재단 도고온천요양병원,요양병원,충청남도 아산시 도고면 온천대로 697 (도고면),126.9232584,36.7653282,충청남도,아산시
765,의료법인 구암의료재단 군산요양병원,요양병원,전라북도 군산시 하나운3길 18 (나운동),126.6954666,35.9635621,전라북도,군산시
766,의료법인 굿타임의료재단 타임요양병원,요양병원,부산광역시 사하구 다대로 607 (다대동),128.9712974,35.0521422,부산광역시,사하구
767,의료법인 남영의료재단  남영노인전문병원,요양병원,대전광역시 동구 태전로 39 (정동),127.4288293,36.3337075,대전광역시,동구
768,의료법인 노송의료재단 시티요양병원,요양병원,부산광역시 연제구 중앙대로 1078 (연산동),129.0805408,35.1839834,부산광역시,연제구
769,의료법인 노송의료재단 시티요양병원,요양병원,부산광역시 사상구 백양대로907번길 11 (모라동),128.9900486,35.1873315,부산광역시,사상구
770,의료법인 누가의료재단 속리산요양병원,요양병원,충청북도 보은군 속리산면 속리산로 701-0 속리산요양병원,127.8054163,36.5070754,충청북도,보은군
771,의료법인 누리의료재단 녹십자요양병원,요양병원,충청남도 아산시 온천대로 1529 (온천동),127.0077237,36.7808594,충청남도,아산시
772,의료법인 능곡의료재단 능곡요양병원,요양병원,"경기도 시흥시 승지로60번길 36 월드프라자 301호,303호,304호,401호501호601호 (능곡동)",126.8106978,37.3686554,경기도,시흥시
773,의료법인 다솔의료재단 늘푸른요양병원,요양병원,충청남도 아산시 청운로 51 (온천동),127.0058843,36.7787044,충청남도,아산시
774,의료법인 다원의료재단 영동제일요양병원,요양병원,충청북도 영동군 양강면 양정죽촌로 53-12 (),127.7688527,36.1604273,충청북도,영동군
775,의료법인 대전세진의료재단 은혜요양병원,요양병원,대전광역시 중구 계룡로 943 (대사동),127.4169781,36.319252,대전광역시,중구
776,의료법인 덕산의료재단 한마음노인요양병원,요양병원,경상남도 사천시 향촌4길 127 (향촌동),128.0979487,34.9350153,경상남도,사천시
777,의료법인 덕수의료재단 성주효요양병원,요양병원,경상북도 성주군 성주읍 성주순환로 239 (),128.2919766,35.9222383,경상북도,성주군
778,의료법인 도담의료재단 도담노인요양병원,요양병원,충청북도 옥천군 옥천읍 청풍로 267-14 (),127.5748032,36.2626965,충청북도,옥천군
779,의료법인 동림의료재단 로얄힐스요양병원,요양병원,경상남도 창녕군 부곡면 온천로 486 (),128.5764213,35.4410324,경상남도,창녕군
780,의료법인 동일의료재단 금정나라요양병원,요양병원,부산광역시 금정구 무학송로 143 (부곡동),129.0938258,35.2439302,부산광역시,금정구
781,의료법인 두현의료재단 그로스요양병원,요양병원,"경기도 군포시 당산로 104 B102호,201호,301∼309호 (금정동, 두현타워)",126.9464136,37.3609823,경기도,군포시
782,의료법인 득명의료재단 씨엘요양병원,요양병원,"울산광역시 남구 수암로128번길 7 1~3, 6층 (야음동)",129.3214196,35.5270497,울산광역시,남구
783,의료법인 디딤의료재단 우리요양병원,요양병원,전라북도 전주시 덕진구 안덕원로 291 (인후동1가),127.1587781,35.8377735,전라북도,전주시
784,의료법인 디와이 의료재단 홍성요양병원,요양병원,충청남도 홍성군 홍성읍 조양로143번길 11 (),126.6657313,36.6022633,충청남도,홍성군
785,의료법인 리드의료재단 다정한요양병원,요양병원,경상남도 김해시 김해대로 2453 (삼정동),128.895086,35.227833,경상남도,김해시
786,의료법인 목민의료재단 장호원요양병원,요양병원,경기도 이천시 장호원읍 샘재로145번길 41 장호원성모요양병원,127.6288652,37.1196136,경기도,이천시
787,의료법인 목민의료재단 충주성모요양병원,요양병원,충청북도 충주시 앙성면 산전장수2길 55 (),127.7902828,37.1004867,충청북도,충주시
788,의료법인 목화의료재단 목화요양병원,요양병원,경상남도 진주시 천수로163번길 25 (망경동),128.0814633,35.1791584,경상남도,진주시
789,의료법인 문용의료재단 천사요양병원,요양병원,경상남도 김해시 분성로 433 (삼정동),128.8933201,35.2350625,경상남도,김해시
790,의료법인 문화의료재단 문화실버요양병원,요양병원,충청북도 충주시 국원대로 6 (문화동),127.9239944,36.9731425,충청북도,충주시
791,의료법인 미소들노인전문병원,요양병원,"서울특별시 구로구 고척로21나길 88-41 (개봉동, 미소들병원)",126.8410395,37.502946,서울특별시,구로구
792,의료법인 백상의료재단 가족사랑요양병원,요양병원,전라북도 김제시 하동1길 13 (하동),126.8918894,35.8167446,전라북도,김제시
793,의료법인 백석의료재단 한사랑요양병원,요양병원,"충청남도 천안시 동남구 대흥로 228 (대흥동, 삼영빌딩)",127.1480701,36.8083786,충청남도,천안시
794,의료법인 범문의료재단 진요양병원,요양병원,"경기도 포천시 소흘읍 송우로 80 (황금프라자 3,4,6층)",127.1406475,37.8303809,경기도,포천시
795,의료법인 벽산의료재단 경희요양병원,요양병원,경상북도 예천군 예천읍 충효로 408-27 (),128.4673473,36.6574595,경상북도,예천군
796,의료법인 부원의료재단 서초요양병원,요양병원,서울특별시 서초구 반포대로9길 42 (서초동),127.0093677,37.4831324,서울특별시,서초구
797,의료법인 사랑나눔의료재단 에보스요양병원,요양병원,부산광역시 부산진구 동천로107번길 8 (부전동),129.0617801,35.1584338,부산광역시,부산진구
798,의료법인 사랑나무의료재단 서수원요양병원,요양병원,경기도 수원시 권선구 오목천로152번길 68 골든프라자3.4층 (고색동),126.977986,37.2414531,경기도,수원시
799,의료법인 산수의료재단 웰시티요양병원,요양병원,대전광역시 중구 대종로 400-0  (대흥동),127.4307451,36.3208375,대전광역시,중구
800,의료법인 삼포의료재단 현대요양병원,요양병원,"경상남도 사천시 각산로 86 (서동, 미진예식장)",128.0654615,34.9303589,경상남도,사천시
801,의료법인 샬롬의료재단 브니엘요양병원,요양병원,"인천광역시 계양구 주부토로 494 비101호,비102호,101호,201호, 301호,401호,501호,601호 (계산동)",126.7283806,37.5382417,인천광역시,계양구
802,의료법인 서원의료재단 감로수요양병원,요양병원,부산광역시 사상구 덕상로 116-38 (모라동),128.992465,35.1817016,부산광역시,사상구
803,의료법인 서원탑의료재단 서원요양병원,요양병원,"경상남도 김해시 가락로 83 2,3,4,5층 (서상동)",128.8808163,35.2340346,경상남도,김해시
804,의료법인 서정의료재단 강동요양병원,요양병원,경상북도 구미시 인동20길 38-9  (진평동),128.4239116,36.0966241,경상북도,구미시
805,의료법인 선사인혜요양병원,요양병원,대전광역시 서구 대덕대로317번길 26 (월평동),127.3779233,36.3613338,대전광역시,서구
806,의료법인 선은의료재단 중앙요양병원,요양병원,세종특별자치시 조치원읍 섭골길 37 (),127.2883415,36.6133851,세종특별자치시,조치원읍
807,의료법인 선한의료재단 청도자연요양병원,요양병원,경상북도 청도군 각북면 헐티로 1312 (),128.5585111,35.7158772,경상북도,청도군
808,의료법인 설백의료재단 평택국제요양병원,요양병원,"경기도 평택시 고덕면 방축길 109 평택 국제병원 지2,지1,4층",127.0465048,37.0146026,경기도,평택시
809,의료법인 성곡의료재단 군산효자요양병원,요양병원,전라북도 군산시 청소년회관로 45 (송풍동),126.6998134,35.9794525,전라북도,군산시
810,의료법인 성덕의료재단 위너스자연요양병원,요양병원,"울산광역시 중구 함월20길 89 (성안동, 위너스자연요양병원)",129.3235766,35.5815069,울산광역시,중구
811,의료법인 성원의료재단 감천참편한요양병원,요양병원,"부산광역시 사하구 감천로 125 (감천동, 우리빌딩)",129.005608,35.0876923,부산광역시,사하구
812,의료법인 성원의료재단 영도참편한 요양병원,요양병원,"부산광역시 영도구 동삼서로 21 (동삼동, 영도참편한요양병원)",129.0686962,35.0808554,부산광역시,영도구
813,의료법인 성은의료재단 연산요양병원,요양병원,"부산광역시 연제구 배산북로 50 (연산동, C동 1~6층(일부 제외))",129.094488,35.178501,부산광역시,연제구
814,의료법인 세명의료재단 세명요양병원,요양병원,대전광역시 중구 대종로 599 (선화동),127.4175685,36.335057,대전광역시,중구
815,의료법인 세연의료재단 무거연세요양병원,요양병원,울산광역시 남구 대학로 148 2~7층 (무거동),129.2626935,35.5477362,울산광역시,남구
816,의료법인 소애의료재단 한울노인요양병원,요양병원,경기도 시흥시 정왕대로 74 (정왕동),126.7246926,37.3534707,경기도,시흥시
817,의료법인 솔트의료재단 예성요양병원,요양병원,충청북도 제천시 용두천로 333 (청전동),128.2176055,37.1546834,충청북도,제천시
818,의료법인 송원의료재단 송원요양병원,요양병원,충청북도 충주시 주덕읍 신양로 62-0 (),127.7941261,36.9715628,충청북도,충주시
819,의료법인 송파의료재단 가야요양병원,요양병원,경상남도 김해시 주촌면 소망길 263 263,128.8389018,35.2246739,경상남도,김해시
820,의료법인 송화의료재단 조은요양병원,요양병원,경기도 의정부시 용현로105번길 45-14 1-9층 (민락동),127.0861194,37.7431649,경기도,의정부시
821,의료법인 수영의료재단 고성제일요양병원,요양병원,경상남도 고성군 고성읍 남해안대로 2514 (),128.3357281,34.9681922,경상남도,고성군
822,의료법인 순원의료재단 굿모닝요양병원,요양병원,충청북도 음성군 대소면 대금로 532-0 (),127.497347,36.9657312,충청북도,음성군
823,의료법인 시영의료재단 함안요양병원,요양병원,경상남도 함안군 칠원읍 용산2길 45-13 4층,128.5156027,35.3089491,경상남도,함안군
824,의료법인 신암의료재단 제일요양병원,요양병원,부산광역시 사하구 동매로44번길 8 (하단동),128.9631225,35.1028686,부산광역시,사하구
825,의료법인 아라의료재단 남양베드로요양병원,요양병원,"경기도 화성시 남양읍 시청로 11 102~104,107~112, 2층 전체호",126.8194183,37.2082565,경기도,화성시
826,의료법인 아인의료재단 성암요양병원,요양병원,충청북도 보은군 내북면 남부로 6427-27 병원,127.6699848,36.5856515,충청북도,보은군
827,의료법인 아주효성의료재단 효성요양병원,요양병원,경기도 화성시 효행로 1063 메디프렌드 (진안동),127.0431469,37.2149941,경기도,화성시
828,의료법인 안흥의료재단 새안동요양병원,요양병원,경상북도 안동시 경동로 617  (안흥동),128.7253263,36.5636368,경상북도,안동시
829,의료법인 양진의료재단 한빛성세노인전문병원,요양병원,경기도 평택시 평택5로 65 (비전동),127.1112057,36.992048,경기도,평택시
830,의료법인 어울림의료재단 정성요양병원,요양병원,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107길 1287 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동)",126.8938864,37.478969,서울특별시,구로구
831,의료법인 에스앤케이의료재단 시흥에스앤케이요양병원,요양병원,"경기도 시흥시 호현로40번길 5 지1층, 1~5층 (대야동)",126.7859388,37.4437749,경기도,시흥시
832,의료법인 여덕의료재단 증평요양병원,요양병원,충청북도 증평군 증평읍 중앙로 114-0 (),127.575366,36.7774783,충청북도,증평군
833,의료법인 연호요양병원,요양병원,강원도 홍천군 북방면 팔봉산로 2420-58 2420,127.8140604,37.7324064,강원도,홍천군
834,의료법인 연훈의료재단 청양훈요양병원,요양병원,충청남도 청양군 청양읍 칠갑산로 157 (),126.7939948,36.4506443,충청남도,청양군
835,의료법인 영덕의료재단 영덕효요양병원,요양병원,경상북도 영덕군 영덕읍 영덕로 72-12 (),129.3733478,36.4010044,경상북도,영덕군
836,의료법인 영민의료재단 소망노인전문병원,요양병원,경상남도 창원시 마산합포구 무학로 402 (자산동),128.5604436,35.2049207,경상남도,창원시
837,의료법인 영신의료재단 동래유유요양병원,요양병원,부산광역시 동래구 금강로 64 (온천동),129.077549,35.2149053,부산광역시,동래구
838,의료법인 영주의료재단 명품요양병원,요양병원,경상북도 영주시 반지미로 265  (가흥동),128.5975964,36.8248084,경상북도,영주시
839,의료법인 영파의료재단 규림요양병원,요양병원,부산광역시 금정구 금샘로 59 (장전동),129.075988,35.230726,부산광역시,금정구
840,의료법인 영풍의료재단 풍기성심요양병원,요양병원,경상북도 영주시 풍기읍 소백로1916번길 6 6,128.5361724,36.8674952,경상북도,영주시
841,의료법인 옐림의료재단 농소요양병원,요양병원,울산광역시 북구 아진로 78 (상안동),129.3403155,35.6304122,울산광역시,북구
842,의료법인 오남의료재단 조은삼계요양병원,요양병원,경상남도 김해시 가야로 210 (삼계동),128.8719845,35.2587701,경상남도,김해시
843,의료법인 옥성의료재단 골든카운티 요양병원,요양병원,전라북도 전주시 완산구 중인1길 136-20 (중인동),127.0901393,35.7676423,전라북도,전주시
844,의료법인 온그룹의료재단 온요양병원,요양병원,"부산광역시 부산진구 가야대로 721 신관 8~9층 일부, 10-13, 16층 전부 (당감동)",129.0498801,35.157851,부산광역시,부산진구
845,의료법인 온의료재단 신세계요양병원,요양병원,부산광역시 동래구 온천장로 40 (온천동),129.0797099,35.2156776,부산광역시,동래구
846,의료법인 용은의료재단 충주요양병원,요양병원,충청북도 충주시 중심3길 4-2 (문화동),127.9254959,36.9733457,충청북도,충주시
847,의료법인 우석의료재단 연세요양병원,요양병원,경상북도 상주시 낙동면 영남제일로 841 (),128.2395597,36.4036022,경상북도,상주시
848,의료법인 우아의료재단 길메리요양병원,요양병원,울산광역시 중구 서원1길 106 (반구동),129.3396439,35.5588628,울산광역시,중구
849,의료법인 원경의료재단 연일요양병원,요양병원,경상북도 포항시 남구 연일읍 인주길22번길 38-23 (),129.3407647,35.9800995,경상북도,포항시
850,의료법인 원광의료재단 군산원광효도요양병원,요양병원,전라북도 군산시 조촌4길 11  (조촌동),126.7356903,35.9675516,전라북도,군산시
851,의료법인 원광의료재단 익산원광효도요양병원,요양병원,전라북도 익산시 익산대로33길 69 (신용동),126.9485378,35.9765592,전라북도,익산시
852,의료법인 원전의료재단 가양요양병원,요양병원,대전광역시 동구 우암로 281  (가양동),127.4469139,36.3462248,대전광역시,동구
853,의료법인 원전의료재단보니파시오요양병원,요양병원,대전광역시 대덕구 덕암로 225 225,127.423717,36.440679,대전광역시,대덕구
854,의료법인 윤재의료재단 금강요양병원,요양병원,부산광역시 동래구 금강공원로 32 (온천동),129.081093,35.2191798,부산광역시,동래구
855,의료법인 윤재의료재단 금정요양병원,요양병원,부산광역시 동래구 금강로 141 (온천동),129.0805399,35.2213128,부산광역시,동래구
856,의료법인 은빛의료재단 참사랑요양병원,요양병원,부산광역시 동래구 충렬대로 258-258 (낙민동),129.0873078,35.2007335,부산광역시,동래구
857,의료법인 은성의료재단 좋은리버뷰요양병원,요양병원,부산광역시 북구 금곡대로 586 (금곡동),129.0137969,35.2595976,부산광역시,북구
858,의료법인 은성의료재단 좋은부산요양병원,요양병원,부산광역시 사상구 학감대로39번길 67 (학장동),128.996512,35.133499,부산광역시,사상구
859,의료법인 은성의료재단 좋은주례요양병원,요양병원,부산광역시 사상구 가야대로 264 (주례동),129.0014726,35.1500632,부산광역시,사상구
860,의료법인 인경의료재단 홍익요양병원,요양병원,경상남도 양산시 북안남6길 6 (북부동),129.0383905,35.3461061,경상남도,양산시
861,의료법인 인보의료재단 경주파티마요양병원 노동지점,요양병원,경상북도 경주시 봉황로 36-0 (노동동),129.2103176,35.8427756,경상북도,경주시
862,의료법인 일선의료재단 화성현대요양병원,요양병원,경기도 화성시 우정읍 남양만로 662 (우정읍),126.7980632,37.0423721,경기도,화성시
863,의료법인 일원의료재단 늘푸른요양병원,요양병원,경상북도 경주시 유림로13번길 155  (용강동),129.2266835,35.8783881,경상북도,경주시
864,의료법인 일혜의료재단 행복한요양병원,요양병원,부산광역시 영도구 태종로372번길 41 (청학동),129.0637402,35.0920426,부산광역시,영도구
865,의료법인 자광의료재단 선우요양병원,요양병원,경상북도 포항시 북구 법원로129번길 11-0  (장성동),129.3848207,36.086606,경상북도,포항시
866,의료법인 자산의료재단 제천서울요양병원,요양병원,충청북도 제천시 동명로 67  (명동),128.2073567,37.1350595,충청북도,제천시
867,의료법인 자운의료재단 강남요양병원,요양병원,"경기도 시흥시 수인로3325번길 10 3층 301호, 302호, 306~309호 (신천동, 우명프라자)",126.7881878,37.438229,경기도,시흥시
868,의료법인 자은의료재단 덕산요양병원,요양병원,경상남도 창원시 의창구 동읍 의창대로 882 (),128.6870726,35.2783581,경상남도,창원시
869,의료법인 장수의료재단 동래요양병원,요양병원,부산광역시 동래구 명륜로 147 (명륜동),129.0817587,35.2069388,부산광역시,동래구
870,의료법인 정강의료재단 위드미요양병원,요양병원,"인천광역시 남동구 논고개로123번길 35 칼리오페 216호,10,11층 (논현동)",126.7220658,37.4015165,인천광역시,남동구
871,의료법인 정다운의료재단 나진요양병원,요양병원,대전광역시 서구 갈마로 122  (괴정동),127.3712796,36.341649,대전광역시,서구
872,의료법인 정심의료재단 한마음요양병원,요양병원,경기도 시흥시 월곶해안로 97 (월곶동),126.7349075,37.3900325,경기도,시흥시
873,의료법인 정암의료재단 윤성요양병원,요양병원,경상북도 청도군 각북면 헐티로 1145-12 (),128.5721959,35.7110064,경상북도,청도군
874,의료법인 정흡의료재단 효림요양병원,요양병원,울산광역시 동구 방어진순환도로 693-1 (일산동),129.4291107,35.5037002,울산광역시,동구
875,의료법인 주현의료재단 사상중앙요양병원,요양병원,"부산광역시 사상구 삼덕로5번길 85 (삼락동, 지하1층~지상4층)",128.9778977,35.1782026,부산광역시,사상구
876,의료법인 지덕사의료재단 양녕요양병원,요양병원,대전광역시 서구 신갈마로 126-0  (갈마동),127.3687918,36.3447274,대전광역시,서구
877,의료법인 지산의료재단 현인요양병원,요양병원,강원도 인제군 기린면 내린천로 3760-,128.3119116,37.9337217,강원도,인제군
878,의료법인 진연의료재단 감천문화요양병원,요양병원,부산광역시 사하구 옥천로 38 (감천동),129.0067617,35.0903872,부산광역시,사하구
879,의료법인 진주의료재단 경상남도립 통영노인전문병원,요양병원,경상남도 통영시 도산면 남해안대로 1818 (),128.3595982,34.9129706,경상남도,통영시
880,의료법인 진주의료재단 진주노인요양병원,요양병원,"경상남도 진주시 문산읍 제곡길98번길 41 지하1, 1~5층",128.1752358,35.1537405,경상남도,진주시
881,의료법인 진천의료재단 진천효병원,요양병원,충청북도 진천군 이월면 반지길 54-0 진천효병원,127.4374408,36.8851505,충청북도,진천군
882,의료법인 참나눔의료재단 진요양병원,요양병원,"경기도 화성시 병점중앙로 87 3층 (병점동, 태안병점 V-TOWN2)",127.041891,37.2062987,경기도,화성시
883,의료법인 참사람의료재단 금곡효요양병원,요양병원,"부산광역시 북구 금곡대로 458 6층 (금곡동, 금곡월드프라자)",129.0132941,35.249122,부산광역시,북구
884,의료법인 참사랑 의료재단 시흥 참사랑 요양병원,요양병원,경기도 시흥시 군자로 507 (거모동),126.7853107,37.3446627,경기도,시흥시
885,의료법인 참사랑의료재단 대전참사랑요양병원,요양병원,대전광역시 서구 계룡로491번길 8 갤러리빌4차,127.3801178,36.3455499,대전광역시,서구
886,의료법인 참사랑재단 참사랑요양병원,요양병원,충청북도 청주시 서원구 청남로 1910-0  (미평동),127.4805157,36.6035719,충청북도,청주시
887,의료법인 참예원의료재단 서초참요양병원,요양병원,"서울특별시 서초구 양재대로 54 지1,2층, 2~9층 (우면동, 서초참병원)",127.0253605,37.4597639,서울특별시,서초구
888,의료법인 참의료재단 아산참요양병원,요양병원,충청남도 아산시 염치읍 송곡안길 31-31 31,127.0171262,36.8083699,충청남도,아산시
889,의료법인 창곡의료재단 참조은요양병원,요양병원,충청북도 옥천군 옥천읍 삼양로5길 12-0 (),127.5658608,36.3055039,충청북도,옥천군
890,의료법인 창녕서울의료재단 창녕서울요양병원,요양병원,경상남도 창녕군 창녕읍 창녕대로 122 (),128.4977331,35.5348238,경상남도,창녕군
891,의료법인 창민의료재단 제천노인전문요양병원,요양병원,충청북도 제천시 북부로13길 94-0  (천남동),128.1819131,37.1238807,충청북도,제천시
892,의료법인 채움의료재단 약손요양병원,요양병원,경상북도 칠곡군 동명면 팔공산로2길 15-0 약손요양병원,128.5990282,35.9981882,경상북도,칠곡군
893,의료법인 천지의료재단 금샘요양병원,요양병원,부산광역시 금정구 남산냇길 111 (청룡동),129.0882819,35.2768485,부산광역시,금정구
894,의료법인 청강의료재단 청강요양병원,요양병원,강원도 횡성군 강림면 주천강로강림3길 26-4,128.1374386,37.3579999,강원도,횡성군
895,의료법인 청남의료재단  세민에스요양병원,요양병원,울산광역시 중구 내황4길 11 (반구동),129.3416795,35.5527566,울산광역시,중구
896,의료법인 청민의료재단 참사랑요양병원,요양병원,경상남도 창원시 의창구 남산로1번길 60 (팔용동),128.6168416,35.2613932,경상남도,창원시
897,의료법인 청산의료재단 효원요양병원,요양병원,울산광역시 남구 봉월로 155 (신정동),129.3070393,35.5463428,울산광역시,남구
898,의료법인 청송의료재단 해뜨락요양병원,요양병원,부산광역시 북구 덕천로381번길 9-3 (만덕동),129.0446915,35.2104385,부산광역시,북구
899,의료법인 케이엔의료재단 경남요양병원,요양병원,경상남도 창녕군 남지읍 남지중앙로 45 (),128.4745931,35.3911066,경상남도,창녕군
900,의료법인 태종의료재단 음성요양병원,요양병원,충청북도 음성군 음성읍 시장로126번길 9 (),127.6919239,36.9388209,충청북도,음성군
901,의료법인 패밀리의료재단 만덕힐요양병원,요양병원,부산광역시 북구 만덕고개길 60-12 (만덕동),129.0466489,35.21249,부산광역시,북구
902,의료법인 하람의료재단 청주탑요양병원,요양병원,충청북도 청주시 서원구 궁뜰로 16-0  (미평동),127.4785497,36.6007981,충청북도,청주시
903,의료법인 한림의료재단 효성요양병원,요양병원,"경상남도 통영시 용남면 남해안대로 523 1,4,5층 (강산빌딩)",128.4412352,34.8620287,경상남도,통영시
904,의료법인 한백의료재단 구미아성요양병원,요양병원,경상북도 구미시 선기로 155-23  (선기동),128.3069996,36.128627,경상북도,구미시
905,의료법인 한빛의료재단 행복한요양병원,요양병원,전라북도 군산시 옥구읍 수산길 71-21 (),126.7038052,35.9070501,전라북도,군산시
906,의료법인 한세의료재단 효은요양병원,요양병원,부산광역시 해운대구 달맞이길117번나길 24 (중동),129.1808924,35.158238,부산광역시,해운대구
907,의료법인 한일의료재단 패밀리요양병원,요양병원,대전광역시 중구 중교로 39-   (대흥동),127.4241204,36.325646,대전광역시,중구
908,의료법인 해뜨는 요양병원,요양병원,경기도 안양시 만안구 현충로 18 (안양동),126.9288641,37.3925046,경기도,안양시
909,의료법인 해올의료재단 힐마루요양병원,요양병원,"부산광역시 해운대구 달맞이길117번나길 174 (중동, 아식스신발연구소)",129.1852253,35.1640935,부산광역시,해운대구
910,의료법인 행복나눔의료재단 사랑요양병원,요양병원,"서울특별시 노원구 동일로243길 45 (상계동, 사랑요양병원)",127.0526264,37.6784546,서울특별시,노원구
911,의료법인 행복한의료재단 경남도립사천노인전문병원,요양병원,경상남도 사천시 축동면 서삼로 1110-35 (),128.045387,35.0926436,경상남도,사천시
912,의료법인 행복한의료재단 사천중앙요양병원,요양병원,경상남도 사천시 사천읍 옥산로 127 3~7층,128.0968826,35.0791794,경상남도,사천시
913,의료법인 행복한의료재단 센텀요양병원,요양병원,"경상남도 진주시 진주대로941번길 8 B1,2,1,3~7층 (강남동, 센텀병원)",128.087695,35.1842234,경상남도,진주시
914,의료법인 행복한의료재단 숲속요양병원,요양병원,경상남도 밀양시 단장면 동화2길 36-59 (),128.887075,35.510425,경상남도,밀양시
915,의료법인 허명의료재단 구포일심요양병원,요양병원,부산광역시 북구 낙동대로 1678 (구포동),128.9955234,35.2046681,부산광역시,북구
916,의료법인 현백의료재단 사상제일요양병원,요양병원,부산광역시 사상구 사상로 280 (덕포동),128.9827545,35.1697772,부산광역시,사상구
917,의료법인 현보의료재단 포항해도요양병원,요양병원,경상북도 포항시 남구 중앙로 84  (해도동),129.3694787,36.0207145,경상북도,포항시
918,의료법인 현오의료재단 늘푸른요양병원,요양병원,충청북도 충주시 앙성면 용당1길 29-0 (),127.7571953,37.1077512,충청북도,충주시
919,의료법인 혜담의료재단 평택이편안요양병원,요양병원,경기도 평택시 안중읍 서동대로 1831-16 (),126.9505629,36.9971553,경기도,평택시
920,의료법인 호암의료재단 우리요양병원,요양병원,경상북도 포항시 북구 장량로128번길 28-11  (장성동),129.3936735,36.0790092,경상북도,포항시
921,의료법인 호준의료재단 포항고려요양병원,요양병원,경상북도 포항시 북구 불종로 73-2 (여천동),129.3678211,36.0384131,경상북도,포항시
922,의료법인 황산의료재단 황산요양병원,요양병원,부산광역시 연제구 쌍미천로84번길 37 (연산동),129.0881385,35.1818847,부산광역시,연제구
